VACCINE,STATE,APPLICANTS,VACCINATED,YEAR
Children more than 16 years given TT16,All India,25307000,7716363,2008
Children more than 16 years given TT16,All India,25660000,11056430,2009
Children more than 16 years given TT16,All India,26013000,10316892,2010
Children more than 16 years given TT16,All India,24923000,10416995,2011
Children more than 16 years given TT16,All India,25250000,10439447,2012
Children more than 16 years given TT16,All India,25585000,10560902,2013
Children more than 16 years given TT16,All India,25904000,10764904,2014
Children more than 16 years given TT16,All India,26253000,10588052,2015
Children more than 16 years given TT16,All India,26634000,11472844,2016
Children more than 16 years given TT16,All India,26869000,10196496,2017
Children more than 16 years given TT16,All India,28423000,10523076,2018
Children more than 16 years given TT16,All India,28734100,12030682,2019
Children more than 16 years given TT16,Arunachal Pradesh,29000,4820,2008
Children more than 16 years given TT16,Arunachal Pradesh,29000,3699,2009
Children more than 16 years given TT16,Arunachal Pradesh,29000,4043,2010
Children more than 16 years given TT16,Arunachal Pradesh,29000,3378,2011
Children more than 16 years given TT16,Arunachal Pradesh,30000,3300,2012
Children more than 16 years given TT16,Arunachal Pradesh,30000,3882,2013
Children more than 16 years given TT16,Arunachal Pradesh,31000,3396,2014
Children more than 16 years given TT16,Arunachal Pradesh,31000,3573,2015
Children more than 16 years given TT16,Arunachal Pradesh,31000,2710,2016
Children more than 16 years given TT16,Arunachal Pradesh,32000,2544,2017
Children more than 16 years given TT16,Arunachal Pradesh,39000,2526,2018
Children more than 16 years given TT16,Arunachal Pradesh,39200,2620,2019
Children more than 16 years given TT16,Assam,677000,133897,2008
Children more than 16 years given TT16,Assam,685000,141979,2009
Children more than 16 years given TT16,Assam,694000,127739,2010
Children more than 16 years given TT16,Assam,682000,116683,2011
Children more than 16 years given TT16,Assam,690000,118552,2012
Children more than 16 years given TT16,Assam,699000,121758,2013
Children more than 16 years given TT16,Assam,707000,125583,2014
Children more than 16 years given TT16,Assam,716000,121440,2015
Children more than 16 years given TT16,Assam,725000,120854,2016
Children more than 16 years given TT16,Assam,732000,118846,2017
Children more than 16 years given TT16,Assam,735000,114084,2018
Children more than 16 years given TT16,Assam,743000,103714,2019
Children more than 16 years given TT16,Manipur,56000,17736,2008
Children more than 16 years given TT16,Manipur,57000,15695,2009
Children more than 16 years given TT16,Manipur,58000,14723,2010
Children more than 16 years given TT16,Manipur,55000,14656,2011
Children more than 16 years given TT16,Manipur,55000,14399,2012
Children more than 16 years given TT16,Manipur,62000,14605,2013
Children more than 16 years given TT16,Manipur,63000,16641,2014
Children more than 16 years given TT16,Manipur,64000,12854,2015
Children more than 16 years given TT16,Manipur,65000,15312,2016
Children more than 16 years given TT16,Manipur,65000,13713,2017
Children more than 16 years given TT16,Manipur,68000,10066,2018
Children more than 16 years given TT16,Manipur,68800,16237,2019
Children more than 16 years given TT16,Meghalaya,60000,44897,2008
Children more than 16 years given TT16,Meghalaya,61000,39228,2009
Children more than 16 years given TT16,Meghalaya,62000,27689,2010
Children more than 16 years given TT16,Meghalaya,63000,25463,2011
Children more than 16 years given TT16,Meghalaya,64000,29870,2012
Children more than 16 years given TT16,Meghalaya,65000,33991,2013
Children more than 16 years given TT16,Meghalaya,65000,25656,2014
Children more than 16 years given TT16,Meghalaya,66000,21741,2015
Children more than 16 years given TT16,Meghalaya,67000,18832,2016
Children more than 16 years given TT16,Meghalaya,68000,17583,2017
Children more than 16 years given TT16,Meghalaya,77000,14137,2018
Children more than 16 years given TT16,Meghalaya,77600,6614,2019
Children more than 16 years given TT16,Mizoram,23000,6082,2008
Children more than 16 years given TT16,Mizoram,23000,14174,2009
Children more than 16 years given TT16,Mizoram,24000,14338,2010
Children more than 16 years given TT16,Mizoram,23000,12000,2011
Children more than 16 years given TT16,Mizoram,24000,9860,2012
Children more than 16 years given TT16,Mizoram,24000,11847,2013
Children more than 16 years given TT16,Mizoram,24000,10509,2014
Children more than 16 years given TT16,Mizoram,24000,7883,2015
Children more than 16 years given TT16,Mizoram,25000,8922,2016
Children more than 16 years given TT16,Mizoram,25000,8037,2017
Children more than 16 years given TT16,Mizoram,24000,7653,2018
Children more than 16 years given TT16,Mizoram,24500,9238,2019
Children more than 16 years given TT16,Nagaland,52000,8785,2008
Children more than 16 years given TT16,Nagaland,52000,17593,2009
Children more than 16 years given TT16,Nagaland,53000,16991,2010
Children more than 16 years given TT16,Nagaland,42000,13940,2011
Children more than 16 years given TT16,Nagaland,43000,14734,2012
Children more than 16 years given TT16,Nagaland,43000,10483,2013
Children more than 16 years given TT16,Nagaland,44000,12946,2014
Children more than 16 years given TT16,Nagaland,44000,8941,2015
Children more than 16 years given TT16,Nagaland,45000,9017,2016
Children more than 16 years given TT16,Nagaland,45000,9983,2017
Children more than 16 years given TT16,Nagaland,54000,6995,2018
Children more than 16 years given TT16,Nagaland,55000,3889,2019
Children more than 16 years given TT16,Sikkim,14000,9136,2008
Children more than 16 years given TT16,Sikkim,14000,6920,2009
Children more than 16 years given TT16,Sikkim,14000,8873,2010
Children more than 16 years given TT16,Sikkim,13000,8134,2011
Children more than 16 years given TT16,Sikkim,13000,7618,2012
Children more than 16 years given TT16,Sikkim,13000,8743,2013
Children more than 16 years given TT16,Sikkim,13000,10046,2014
Children more than 16 years given TT16,Sikkim,14000,8923,2015
Children more than 16 years given TT16,Sikkim,14000,8430,2016
Children more than 16 years given TT16,Sikkim,14000,6205,2017
Children more than 16 years given TT16,Sikkim,14000,5703,2018
Children more than 16 years given TT16,Sikkim,14600,4709,2019
Children more than 16 years given TT16,Tripura,83000,24463,2008
Children more than 16 years given TT16,Tripura,84000,20298,2009
Children more than 16 years given TT16,Tripura,85000,19540,2010
Children more than 16 years given TT16,Tripura,78000,19358,2011
Children more than 16 years given TT16,Tripura,79000,18691,2012
Children more than 16 years given TT16,Tripura,80000,20011,2013
Children more than 16 years given TT16,Tripura,81000,16571,2014
Children more than 16 years given TT16,Tripura,82000,14934,2015
Children more than 16 years given TT16,Tripura,83000,12691,2016
Children more than 16 years given TT16,Tripura,84000,11845,2017
Children more than 16 years given TT16,Tripura,77000,11518,2018
Children more than 16 years given TT16,Tripura,78000,33179,2019
Children more than 16 years given TT16,Bihar,2253000,301132,2008
Children more than 16 years given TT16,Bihar,2286000,427488,2009
Children more than 16 years given TT16,Bihar,2318000,346713,2010
Children more than 16 years given TT16,Bihar,2516000,407468,2011
Children more than 16 years given TT16,Bihar,2548000,464542,2012
Children more than 16 years given TT16,Bihar,2581000,490466,2013
Children more than 16 years given TT16,Bihar,2612000,553730,2014
Children more than 16 years given TT16,Bihar,2645000,607495,2015
Children more than 16 years given TT16,Bihar,2675000,673650,2016
Children more than 16 years given TT16,Bihar,2704000,656212,2017
Children more than 16 years given TT16,Bihar,2543000,751622,2018
Children more than 16 years given TT16,Bihar,2569300,826839,2019
Children more than 16 years given TT16,Chhattisgarh,516000,302310,2008
Children more than 16 years given TT16,Chhattisgarh,523000,435030,2009
Children more than 16 years given TT16,Chhattisgarh,531000,360384,2010
Children more than 16 years given TT16,Chhattisgarh,539000,353410,2011
Children more than 16 years given TT16,Chhattisgarh,546000,382797,2012
Children more than 16 years given TT16,Chhattisgarh,553000,372116,2013
Children more than 16 years given TT16,Chhattisgarh,560000,326240,2014
Children more than 16 years given TT16,Chhattisgarh,568000,302150,2015
Children more than 16 years given TT16,Chhattisgarh,575000,311368,2016
Children more than 16 years given TT16,Chhattisgarh,581000,447264,2017
Children more than 16 years given TT16,Chhattisgarh,604000,166632,2018
Children more than 16 years given TT16,Chhattisgarh,610800,255655,2019
Children more than 16 years given TT16,Himachal Pradesh,137000,90105,2008
Children more than 16 years given TT16,Himachal Pradesh,138000,101872,2009
Children more than 16 years given TT16,Himachal Pradesh,139000,99659,2010
Children more than 16 years given TT16,Himachal Pradesh,127000,107334,2011
Children more than 16 years given TT16,Himachal Pradesh,128000,109975,2012
Children more than 16 years given TT16,Himachal Pradesh,129000,116101,2013
Children more than 16 years given TT16,Himachal Pradesh,131000,109766,2014
Children more than 16 years given TT16,Himachal Pradesh,132000,101022,2015
Children more than 16 years given TT16,Himachal Pradesh,138000,94693,2016
Children more than 16 years given TT16,Himachal Pradesh,134000,70412,2017
Children more than 16 years given TT16,Himachal Pradesh,136000,99293,2018
Children more than 16 years given TT16,Himachal Pradesh,136700,79208,2019
Children more than 16 years given TT16,Jammu & Kashmir,271000,95154,2008
Children more than 16 years given TT16,Jammu & Kashmir,274000,90711,2009
Children more than 16 years given TT16,Jammu & Kashmir,278000,100288,2010
Children more than 16 years given TT16,Jammu & Kashmir,256000,95049,2011
Children more than 16 years given TT16,Jammu & Kashmir,259000,96572,2012
Children more than 16 years given TT16,Jammu & Kashmir,263000,91584,2013
Children more than 16 years given TT16,Jammu & Kashmir,266000,83679,2014
Children more than 16 years given TT16,Jammu & Kashmir,269000,90325,2015
Children more than 16 years given TT16,Jammu & Kashmir,267000,90896,2016
Children more than 16 years given TT16,Jammu & Kashmir,274000,108912,2017
Children more than 16 years given TT16,Jammu & Kashmir,295000,100627,2018
Children more than 16 years given TT16,Jammu & Kashmir,297100,88458,2019
Children more than 16 years given TT16,Jharkhand,719000,195543,2008
Children more than 16 years given TT16,Jharkhand,729000,220199,2009
Children more than 16 years given TT16,Jharkhand,739000,222414,2010
Children more than 16 years given TT16,Jharkhand,761000,217944,2011
Children more than 16 years given TT16,Jharkhand,771000,196494,2012
Children more than 16 years given TT16,Jharkhand,782000,213275,2013
Children more than 16 years given TT16,Jharkhand,792000,206926,2014
Children more than 16 years given TT16,Jharkhand,804000,204504,2015
Children more than 16 years given TT16,Jharkhand,806000,221293,2016
Children more than 16 years given TT16,Jharkhand,824000,266034,2017
Children more than 16 years given TT16,Jharkhand,841000,243450,2018
Children more than 16 years given TT16,Jharkhand,850900,178872,2019
Children more than 16 years given TT16,Madhya Pradesh,1570000,811023,2008
Children more than 16 years given TT16,Madhya Pradesh,1596000,1010385,2009
Children more than 16 years given TT16,Madhya Pradesh,1622000,1030776,2010
Children more than 16 years given TT16,Madhya Pradesh,1576000,984161,2011
Children more than 16 years given TT16,Madhya Pradesh,1600000,826482,2012
Children more than 16 years given TT16,Madhya Pradesh,1625000,824436,2013
Children more than 16 years given TT16,Madhya Pradesh,1649000,811857,2014
Children more than 16 years given TT16,Madhya Pradesh,1676000,863969,2015
Children more than 16 years given TT16,Madhya Pradesh,1687000,1079437,2016
Children more than 16 years given TT16,Madhya Pradesh,1724000,717709,2017
Children more than 16 years given TT16,Madhya Pradesh,1802000,872744,2018
Children more than 16 years given TT16,Madhya Pradesh,1825900,827498,2019
Children more than 16 years given TT16,Odisha,848000,466070,2008
Children more than 16 years given TT16,Odisha,856000,603344,2009
Children more than 16 years given TT16,Odisha,863000,544886,2010
Children more than 16 years given TT16,Odisha,836000,519198,2011
Children more than 16 years given TT16,Odisha,843000,596276,2012
Children more than 16 years given TT16,Odisha,850000,473582,2013
Children more than 16 years given TT16,Odisha,857000,480446,2014
Children more than 16 years given TT16,Odisha,865000,448844,2015
Children more than 16 years given TT16,Odisha,872000,398226,2016
Children more than 16 years given TT16,Odisha,878000,374461,2017
Children more than 16 years given TT16,Odisha,924000,356866,2018
Children more than 16 years given TT16,Odisha,931200,712821,2019
Children more than 16 years given TT16,Rajasthan,1512000,342937,2008
Children more than 16 years given TT16,Rajasthan,1538000,366612,2009
Children more than 16 years given TT16,Rajasthan,1563000,365729,2010
Children more than 16 years given TT16,Rajasthan,1560000,322628,2011
Children more than 16 years given TT16,Rajasthan,1584000,337684,2012
Children more than 16 years given TT16,Rajasthan,1608000,701762,2013
Children more than 16 years given TT16,Rajasthan,1631000,683972,2014
Children more than 16 years given TT16,Rajasthan,1656000,548833,2015
Children more than 16 years given TT16,Rajasthan,1678000,658782,2016
Children more than 16 years given TT16,Rajasthan,1700000,504489,2017
Children more than 16 years given TT16,Rajasthan,1802000,554761,2018
Children more than 16 years given TT16,Rajasthan,1823900,396653,2019
Children more than 16 years given TT16,Uttar Pradesh,4595000,528512,2008
Children more than 16 years given TT16,Uttar Pradesh,4679000,1698936,2009
Children more than 16 years given TT16,Uttar Pradesh,4763000,1449391,2010
Children more than 16 years given TT16,Uttar Pradesh,4569000,1454834,2011
Children more than 16 years given TT16,Uttar Pradesh,4647000,1560877,2012
Children more than 16 years given TT16,Uttar Pradesh,4726000,1540510,2013
Children more than 16 years given TT16,Uttar Pradesh,4804000,1645023,2014
Children more than 16 years given TT16,Uttar Pradesh,4889000,1857967,2015
Children more than 16 years given TT16,Uttar Pradesh,4966000,1803564,2016
Children more than 16 years given TT16,Uttar Pradesh,5042000,1832297,2017
Children more than 16 years given TT16,Uttar Pradesh,5861000,1693362,2018
Children more than 16 years given TT16,Uttar Pradesh,5946000,2308123,2019
Children more than 16 years given TT16,Uttarakhand,220000,83904,2008
Children more than 16 years given TT16,Uttarakhand,223000,85596,2009
Children more than 16 years given TT16,Uttarakhand,226000,76943,2010
Children more than 16 years given TT16,Uttarakhand,207000,93748,2011
Children more than 16 years given TT16,Uttarakhand,210000,81888,2012
Children more than 16 years given TT16,Uttarakhand,213000,91352,2013
Children more than 16 years given TT16,Uttarakhand,216000,82442,2014
Children more than 16 years given TT16,Uttarakhand,219000,76355,2015
Children more than 16 years given TT16,Uttarakhand,222000,68036,2016
Children more than 16 years given TT16,Uttarakhand,224000,61789,2017
Children more than 16 years given TT16,Uttarakhand,258000,62982,2018
Children more than 16 years given TT16,Uttarakhand,260600,61511,2019
Children more than 16 years given TT16,Andhra Pradesh Old,1760000,776051,2008
Children more than 16 years given TT16,Andhra Pradesh Old,1776000,943249,2009
Children more than 16 years given TT16,Andhra Pradesh Old,1793000,843470,2010
Children more than 16 years given TT16,Andhra Pradesh Old,1635000,844713,2011
Children more than 16 years given TT16,Andhra Pradesh Old,1650000,838872,2012
Children more than 16 years given TT16,Andhra Pradesh Old,1664000,803581,2013
Children more than 16 years given TT16,Goa,39000,16316,2008
Children more than 16 years given TT16,Goa,40000,11717,2009
Children more than 16 years given TT16,Goa,41000,15178,2010
Children more than 16 years given TT16,Goa,31000,15114,2011
Children more than 16 years given TT16,Goa,32000,16446,2012
Children more than 16 years given TT16,Goa,33000,16223,2013
Children more than 16 years given TT16,Goa,34000,17519,2014
Children more than 16 years given TT16,Goa,35000,19345,2015
Children more than 16 years given TT16,Goa,36000,15564,2016
Children more than 16 years given TT16,Goa,36000,13736,2017
Children more than 16 years given TT16,Goa,26000,14919,2018
Children more than 16 years given TT16,Goa,26500,13459,2019
Children more than 16 years given TT16,Gujarat,1170000,377354,2008
Children more than 16 years given TT16,Gujarat,1186000,634642,2009
Children more than 16 years given TT16,Gujarat,1202000,621929,2010
Children more than 16 years given TT16,Gujarat,1153000,583475,2011
Children more than 16 years given TT16,Gujarat,1168000,554856,2012
Children more than 16 years given TT16,Gujarat,1183000,661844,2013
Children more than 16 years given TT16,Gujarat,1198000,670908,2014
Children more than 16 years given TT16,Gujarat,1214000,660811,2015
Children more than 16 years given TT16,Gujarat,1291000,659889,2016
Children more than 16 years given TT16,Gujarat,1242000,592796,2017
Children more than 16 years given TT16,Gujarat,1338000,533173,2018
Children more than 16 years given TT16,Gujarat,1351700,567592,2019
Children more than 16 years given TT16,Haryana,555000,254700,2008
Children more than 16 years given TT16,Haryana,565000,336733,2009
Children more than 16 years given TT16,Haryana,574000,302737,2010
Children more than 16 years given TT16,Haryana,523000,313689,2011
Children more than 16 years given TT16,Haryana,532000,257659,2012
Children more than 16 years given TT16,Haryana,540000,198780,2013
Children more than 16 years given TT16,Haryana,549000,200898,2014
Children more than 16 years given TT16,Haryana,558000,191842,2015
Children more than 16 years given TT16,Haryana,557000,175692,2016
Children more than 16 years given TT16,Haryana,573000,165481,2017
Children more than 16 years given TT16,Haryana,620000,172339,2018
Children more than 16 years given TT16,Haryana,628100,174190,2019
Children more than 16 years given TT16,Karnataka,1216000,378033,2008
Children more than 16 years given TT16,Karnataka,1229000,586727,2009
Children more than 16 years given TT16,Karnataka,1242000,549029,2010
Children more than 16 years given TT16,Karnataka,1143000,561684,2011
Children more than 16 years given TT16,Karnataka,1154000,557155,2012
Children more than 16 years given TT16,Karnataka,1166000,508305,2013
Children more than 16 years given TT16,Karnataka,1177000,541298,2014
Children more than 16 years given TT16,Karnataka,1189000,522487,2015
Children more than 16 years given TT16,Karnataka,1226000,576389,2016
Children more than 16 years given TT16,Karnataka,1210000,480289,2017
Children more than 16 years given TT16,Karnataka,1229000,611395,2018
Children more than 16 years given TT16,Karnataka,1238000,796544,2019
Children more than 16 years given TT16,Kerala,577000,243656,2008
Children more than 16 years given TT16,Kerala,581000,256614,2009
Children more than 16 years given TT16,Kerala,585000,284478,2010
Children more than 16 years given TT16,Kerala,515000,274520,2011
Children more than 16 years given TT16,Kerala,518000,296403,2012
Children more than 16 years given TT16,Kerala,522000,295276,2013
Children more than 16 years given TT16,Kerala,525000,282222,2014
Children more than 16 years given TT16,Kerala,529000,290382,2015
Children more than 16 years given TT16,Kerala,542000,343112,2016
Children more than 16 years given TT16,Kerala,534000,209354,2017
Children more than 16 years given TT16,Kerala,567000,254635,2018
Children more than 16 years given TT16,Kerala,569600,258429,2019
Children more than 16 years given TT16,Maharashtra,2254000,1237892,2008
Children more than 16 years given TT16,Maharashtra,2287000,1432106,2009
Children more than 16 years given TT16,Maharashtra,2319000,1515766,2010
Children more than 16 years given TT16,Maharashtra,2099000,1639519,2011
Children more than 16 years given TT16,Maharashtra,2127000,1611124,2012
Children more than 16 years given TT16,Maharashtra,2155000,1481348,2013
Children more than 16 years given TT16,Maharashtra,2182000,1497513,2014
Children more than 16 years given TT16,Maharashtra,2211000,1490481,2015
Children more than 16 years given TT16,Maharashtra,2268000,1470741,2016
Children more than 16 years given TT16,Maharashtra,2264000,1349261,2017
Children more than 16 years given TT16,Maharashtra,2328000,1263345,2018
Children more than 16 years given TT16,Maharashtra,2353700,1296864,2019
Children more than 16 years given TT16,Punjab,568000,241758,2008
Children more than 16 years given TT16,Punjab,575000,288744,2009
Children more than 16 years given TT16,Punjab,582000,231148,2010
Children more than 16 years given TT16,Punjab,514000,209523,2011
Children more than 16 years given TT16,Punjab,520000,239352,2012
Children more than 16 years given TT16,Punjab,525000,211630,2013
Children more than 16 years given TT16,Punjab,530000,221459,2014
Children more than 16 years given TT16,Punjab,536000,196961,2015
Children more than 16 years given TT16,Punjab,541000,187064,2016
Children more than 16 years given TT16,Punjab,545000,193475,2017
Children more than 16 years given TT16,Punjab,598000,186785,2018
Children more than 16 years given TT16,Punjab,602600,216161,2019
Children more than 16 years given TT16,Tamil Nadu,1201000,260662,2008
Children more than 16 years given TT16,Tamil Nadu,1209000,677051,2009
Children more than 16 years given TT16,Tamil Nadu,1217000,610595,2010
Children more than 16 years given TT16,Tamil Nadu,1167000,695592,2011
Children more than 16 years given TT16,Tamil Nadu,1175000,700127,2012
Children more than 16 years given TT16,Tamil Nadu,1181000,715939,2013
Children more than 16 years given TT16,Tamil Nadu,1188000,704703,2014
Children more than 16 years given TT16,Tamil Nadu,1195000,556653,2015
Children more than 16 years given TT16,Tamil Nadu,1201000,808760,2016
Children more than 16 years given TT16,Tamil Nadu,1207000,681381,2017
Children more than 16 years given TT16,Tamil Nadu,1333000,939135,2018
Children more than 16 years given TT16,Tamil Nadu,1338100,1434334,2019
Children more than 16 years given TT16,West Bengal,1882000,393540,2008
Children more than 16 years given TT16,West Bengal,1900000,526377,2009
Children more than 16 years given TT16,West Bengal,1918000,456335,2010
Children more than 16 years given TT16,West Bengal,1816000,448559,2011
Children more than 16 years given TT16,West Bengal,1833000,436429,2012
Children more than 16 years given TT16,West Bengal,1849000,462734,2013
Children more than 16 years given TT16,West Bengal,1865000,471119,2014
Children more than 16 years given TT16,West Bengal,1883000,456187,2015
Children more than 16 years given TT16,West Bengal,1900000,471267,2016
Children more than 16 years given TT16,West Bengal,1915000,461763,2017
Children more than 16 years given TT16,West Bengal,1982000,489581,2018
Children more than 16 years given TT16,West Bengal,1998200,437096,2019
Children more than 16 years given TT16,A & N Islands,11000,2888,2008
Children more than 16 years given TT16,A & N Islands,11000,4618,2009
Children more than 16 years given TT16,A & N Islands,12000,2335,2010
Children more than 16 years given TT16,A & N Islands,8000,1669,2011
Children more than 16 years given TT16,A & N Islands,8000,1711,2012
Children more than 16 years given TT16,A & N Islands,9000,4034,2013
Children more than 16 years given TT16,A & N Islands,9000,4336,2014
Children more than 16 years given TT16,A & N Islands,9000,2818,2015
Children more than 16 years given TT16,A & N Islands,9000,1634,2016
Children more than 16 years given TT16,A & N Islands,9000,1750,2017
Children more than 16 years given TT16,A & N Islands,8000,1780,2018
Children more than 16 years given TT16,A & N Islands,8100,1171,2019
Children more than 16 years given TT16,Chandigarh,30000,1726,2008
Children more than 16 years given TT16,Chandigarh,32000,2805,2009
Children more than 16 years given TT16,Chandigarh,33000,2422,2010
Children more than 16 years given TT16,Chandigarh,23000,1788,2011
Children more than 16 years given TT16,Chandigarh,24000,1613,2012
Children more than 16 years given TT16,Chandigarh,25000,1989,2013
Children more than 16 years given TT16,Chandigarh,26000,2195,2014
Children more than 16 years given TT16,Chandigarh,27000,2758,2015
Children more than 16 years given TT16,Chandigarh,28000,2756,2016
Children more than 16 years given TT16,Chandigarh,30000,2659,2017
Children more than 16 years given TT16,Chandigarh,26000,3539,2018
Children more than 16 years given TT16,Chandigarh,27400,3427,2019
Children more than 16 years given TT16,Dadra & Nagar Haveli,7000,3609,2008
Children more than 16 years given TT16,Dadra & Nagar Haveli,8000,5306,2009
Children more than 16 years given TT16,Dadra & Nagar Haveli,8000,5005,2010
Children more than 16 years given TT16,Dadra & Nagar Haveli,7000,5303,2011
Children more than 16 years given TT16,Dadra & Nagar Haveli,8000,5667,2012
Children more than 16 years given TT16,Dadra & Nagar Haveli,8000,5827,2013
Children more than 16 years given TT16,Dadra & Nagar Haveli,8000,5402,2014
Children more than 16 years given TT16,Dadra & Nagar Haveli,9000,4872,2015
Children more than 16 years given TT16,Dadra & Nagar Haveli,9000,3137,2016
Children more than 16 years given TT16,Dadra & Nagar Haveli,9000,1337,2017
Children more than 16 years given TT16,Dadra & Nagar Haveli,8000,2117,2018
Children more than 16 years given TT16,Dadra & Nagar Haveli,8100,1591,2019
Children more than 16 years given TT16,Daman & Diu,6000,0,2008
Children more than 16 years given TT16,Daman & Diu,6000,0,2009
Children more than 16 years given TT16,Daman & Diu,6000,2642,2010
Children more than 16 years given TT16,Daman & Diu,5000,2401,2011
Children more than 16 years given TT16,Daman & Diu,5000,3135,2012
Children more than 16 years given TT16,Daman & Diu,6000,1948,2013
Children more than 16 years given TT16,Daman & Diu,6000,1743,2014
Children more than 16 years given TT16,Daman & Diu,6000,2317,2015
Children more than 16 years given TT16,Daman & Diu,6000,1803,2016
Children more than 16 years given TT16,Daman & Diu,7000,243,2017
Children more than 16 years given TT16,Daman & Diu,5000,984,2018
Children more than 16 years given TT16,Daman & Diu,5000,1139,2019
Children more than 16 years given TT16,Delhi,365000,24760,2008
Children more than 16 years given TT16,Delhi,375000,23653,2009
Children more than 16 years given TT16,Delhi,386000,20596,2010
Children more than 16 years given TT16,Delhi,324000,23121,2011
Children more than 16 years given TT16,Delhi,333000,25788,2012
Children more than 16 years given TT16,Delhi,343000,24384,2013
Children more than 16 years given TT16,Delhi,353000,22074,2014
Children more than 16 years given TT16,Delhi,364000,20372,2015
Children more than 16 years given TT16,Delhi,340000,21045,2016
Children more than 16 years given TT16,Delhi,385000,21712,2017
Children more than 16 years given TT16,Delhi,415000,18095,2018
Children more than 16 years given TT16,Delhi,427000,12554,2019
Children more than 16 years given TT16,Lakshadweep,2000,173,2008
Children more than 16 years given TT16,Lakshadweep,2000,754,2009
Children more than 16 years given TT16,Lakshadweep,2000,414,2010
Children more than 16 years given TT16,Lakshadweep,1000,881,2011
Children more than 16 years given TT16,Lakshadweep,1000,823,2012
Children more than 16 years given TT16,Lakshadweep,1000,1206,2013
Children more than 16 years given TT16,Lakshadweep,1000,589,2014
Children more than 16 years given TT16,Lakshadweep,1000,784,2015
Children more than 16 years given TT16,Lakshadweep,1000,664,2016
Children more than 16 years given TT16,Lakshadweep,1000,517,2017
Children more than 16 years given TT16,Puducherry,29000,11062,2008
Children more than 16 years given TT16,Puducherry,31000,5796,2009
Children more than 16 years given TT16,Puducherry,32000,6004,2010
Children more than 16 years given TT16,Puducherry,27000,14374,2011
Children more than 16 years given TT16,Puducherry,28000,13507,2012
Children more than 16 years given TT16,Puducherry,29000,13682,2013
Children more than 16 years given TT16,Puducherry,30000,13263,2014
Children more than 16 years given TT16,Puducherry,31000,12996,2015
Children more than 16 years given TT16,Puducherry,32000,12455,2016
Children more than 16 years given TT16,Puducherry,34000,17042,2017
Vitamin A Dose-1,All India,25099000,12258525,2008
Vitamin A Dose-1,All India,25186000,17777085,2009
Vitamin A Dose-1,All India,25536000,16599826,2010
Vitamin A Dose-1,All India,25301000,15406673,2011
Vitamin A Dose-1,All India,25421000,12586032,2012
Vitamin A Dose-1,All India,25594000,13655784,2013
Vitamin A Dose-1,All India,25928000,14931958,2014
Vitamin A Dose-1,All India,25870000,15564980,2015
Vitamin A Dose-1,All India,26252000,15152684,2016
Vitamin A Dose-1,All India,26311000,15143428,2017
Vitamin A Dose-1,All India,26009790,13456423,2018
Vitamin A Dose-1,All India,26297590,14149471,2019
Vitamin A Dose-1,Arunachal Pradesh,26000,12394,2008
Vitamin A Dose-1,Arunachal Pradesh,26000,7018,2009
Vitamin A Dose-1,Arunachal Pradesh,26000,5354,2010
Vitamin A Dose-1,Arunachal Pradesh,27000,2061,2011
Vitamin A Dose-1,Arunachal Pradesh,26000,8753,2012
Vitamin A Dose-1,Arunachal Pradesh,26000,1825,2013
Vitamin A Dose-1,Arunachal Pradesh,27000,4553,2014
Vitamin A Dose-1,Arunachal Pradesh,27000,9479,2015
Vitamin A Dose-1,Arunachal Pradesh,27000,7863,2016
Vitamin A Dose-1,Arunachal Pradesh,27000,10344,2017
Vitamin A Dose-1,Arunachal Pradesh,26370,13770,2018
Vitamin A Dose-1,Arunachal Pradesh,26620,13192,2019
Vitamin A Dose-1,Assam,673000,409440,2008
Vitamin A Dose-1,Assam,672000,379651,2009
Vitamin A Dose-1,Assam,680000,404621,2010
Vitamin A Dose-1,Assam,677000,441326,2011
Vitamin A Dose-1,Assam,676000,467310,2012
Vitamin A Dose-1,Assam,681000,425649,2013
Vitamin A Dose-1,Assam,690000,422687,2014
Vitamin A Dose-1,Assam,702000,447304,2015
Vitamin A Dose-1,Assam,710000,488849,2016
Vitamin A Dose-1,Assam,707000,462493,2017
Vitamin A Dose-1,Assam,690550,429698,2018
Vitamin A Dose-1,Assam,697710,326821,2019
Vitamin A Dose-1,Manipur,35000,23,2008
Vitamin A Dose-1,Manipur,37000,29765,2009
Vitamin A Dose-1,Manipur,38000,25933,2010
Vitamin A Dose-1,Manipur,37000,26224,2011
Vitamin A Dose-1,Manipur,38000,29221,2012
Vitamin A Dose-1,Manipur,43000,14639,2013
Vitamin A Dose-1,Manipur,44000,28311,2014
Vitamin A Dose-1,Manipur,44000,25388,2015
Vitamin A Dose-1,Manipur,45000,28109,2016
Vitamin A Dose-1,Manipur,44000,29574,2017
Vitamin A Dose-1,Manipur,44780,23651,2018
Vitamin A Dose-1,Manipur,45210,24200,2019
Vitamin A Dose-1,Meghalaya,59000,41977,2008
Vitamin A Dose-1,Meghalaya,61000,27252,2009
Vitamin A Dose-1,Meghalaya,62000,53824,2010
Vitamin A Dose-1,Meghalaya,68000,40764,2011
Vitamin A Dose-1,Meghalaya,69000,38942,2012
Vitamin A Dose-1,Meghalaya,70000,10750,2013
Vitamin A Dose-1,Meghalaya,71000,49060,2014
Vitamin A Dose-1,Meghalaya,72000,46099,2015
Vitamin A Dose-1,Meghalaya,73000,53115,2016
