VACCINE,STATE,APPLICANTS,VACCINATED,YEAR
Vitamin A Dose-1,Meghalaya,73000,56511,2017
Vitamin A Dose-1,Meghalaya,70660,31594,2018
Vitamin A Dose-1,Meghalaya,71350,51828,2019
Vitamin A Dose-1,Mizoram,18000,2602,2008
Vitamin A Dose-1,Mizoram,17000,16336,2009
Vitamin A Dose-1,Mizoram,17000,7754,2010
Vitamin A Dose-1,Mizoram,17000,11422,2011
Vitamin A Dose-1,Mizoram,17000,14692,2012
Vitamin A Dose-1,Mizoram,17000,12723,2013
Vitamin A Dose-1,Mizoram,17000,13175,2014
Vitamin A Dose-1,Mizoram,18000,4302,2015
Vitamin A Dose-1,Mizoram,18000,12714,2016
Vitamin A Dose-1,Mizoram,18000,11370,2017
Vitamin A Dose-1,Mizoram,17610,10867,2018
Vitamin A Dose-1,Mizoram,17790,8996,2019
Vitamin A Dose-1,Nagaland,37000,6784,2008
Vitamin A Dose-1,Nagaland,38000,8501,2009
Vitamin A Dose-1,Nagaland,38000,7996,2010
Vitamin A Dose-1,Nagaland,31000,10395,2011
Vitamin A Dose-1,Nagaland,30000,14252,2012
Vitamin A Dose-1,Nagaland,30000,10981,2013
Vitamin A Dose-1,Nagaland,31000,10868,2014
Vitamin A Dose-1,Nagaland,32000,6752,2015
Vitamin A Dose-1,Nagaland,32000,15546,2016
Vitamin A Dose-1,Nagaland,32000,14822,2017
Vitamin A Dose-1,Nagaland,28830,12064,2018
Vitamin A Dose-1,Nagaland,29100,13239,2019
Vitamin A Dose-1,Sikkim,11000,7573,2008
Vitamin A Dose-1,Sikkim,11000,6228,2009
Vitamin A Dose-1,Sikkim,11000,2687,2010
Vitamin A Dose-1,Sikkim,11000,4586,2011
Vitamin A Dose-1,Sikkim,11000,6694,2012
Vitamin A Dose-1,Sikkim,11000,6463,2013
Vitamin A Dose-1,Sikkim,11000,6163,2014
Vitamin A Dose-1,Sikkim,11000,6249,2015
Vitamin A Dose-1,Sikkim,11000,4078,2016
Vitamin A Dose-1,Sikkim,11000,5665,2017
Vitamin A Dose-1,Sikkim,10730,5820,2018
Vitamin A Dose-1,Sikkim,10830,4665,2019
Vitamin A Dose-1,Tripura,58000,40763,2008
Vitamin A Dose-1,Tripura,53000,32475,2009
Vitamin A Dose-1,Tripura,53000,38131,2010
Vitamin A Dose-1,Tripura,51000,14025,2011
Vitamin A Dose-1,Tripura,51000,40244,2012
Vitamin A Dose-1,Tripura,51000,34245,2013
Vitamin A Dose-1,Tripura,51000,33779,2014
Vitamin A Dose-1,Tripura,57000,30759,2015
Vitamin A Dose-1,Tripura,57000,29817,2016
Vitamin A Dose-1,Tripura,57000,32192,2017
Vitamin A Dose-1,Tripura,50400,27791,2018
Vitamin A Dose-1,Tripura,50900,33503,2019
Vitamin A Dose-1,Bihar,2617000,1068864,2008
Vitamin A Dose-1,Bihar,2615000,1129591,2009
Vitamin A Dose-1,Bihar,2652000,1278844,2010
Vitamin A Dose-1,Bihar,2775000,1581773,2011
Vitamin A Dose-1,Bihar,2814000,1092459,2012
Vitamin A Dose-1,Bihar,2842000,1251222,2013
Vitamin A Dose-1,Bihar,2877000,1259758,2014
Vitamin A Dose-1,Bihar,2734000,979008,2015
Vitamin A Dose-1,Bihar,2765000,1114517,2016
Vitamin A Dose-1,Bihar,2839000,930291,2017
Vitamin A Dose-1,Bihar,2899950,326134,2018
Vitamin A Dose-1,Bihar,2929430,734452,2019
Vitamin A Dose-1,Chhattisgarh,585000,419840,2008
Vitamin A Dose-1,Chhattisgarh,586000,420857,2009
Vitamin A Dose-1,Chhattisgarh,594000,381546,2010
Vitamin A Dose-1,Chhattisgarh,609000,371699,2011
Vitamin A Dose-1,Chhattisgarh,608000,365517,2012
Vitamin A Dose-1,Chhattisgarh,614000,347620,2013
Vitamin A Dose-1,Chhattisgarh,622000,379698,2014
Vitamin A Dose-1,Chhattisgarh,607000,403348,2015
Vitamin A Dose-1,Chhattisgarh,614000,387654,2016
Vitamin A Dose-1,Chhattisgarh,618000,369764,2017
Vitamin A Dose-1,Chhattisgarh,613190,330236,2018
Vitamin A Dose-1,Chhattisgarh,619860,416444,2019
Vitamin A Dose-1,Himachal Pradesh,110000,87450,2008
Vitamin A Dose-1,Himachal Pradesh,114000,93907,2009
Vitamin A Dose-1,Himachal Pradesh,115000,88778,2010
Vitamin A Dose-1,Himachal Pradesh,110000,81417,2011
Vitamin A Dose-1,Himachal Pradesh,109000,82695,2012
Vitamin A Dose-1,Himachal Pradesh,108000,77075,2013
Vitamin A Dose-1,Himachal Pradesh,109000,79685,2014
Vitamin A Dose-1,Himachal Pradesh,113000,83249,2015
Vitamin A Dose-1,Himachal Pradesh,119000,68865,2016
Vitamin A Dose-1,Himachal Pradesh,115000,70553,2017
Vitamin A Dose-1,Himachal Pradesh,113030,36515,2018
Vitamin A Dose-1,Himachal Pradesh,113840,64313,2019
Vitamin A Dose-1,Jammu & Kashmir,205000,78722,2008
Vitamin A Dose-1,Jammu & Kashmir,205000,167478,2009
Vitamin A Dose-1,Jammu & Kashmir,208000,147983,2010
Vitamin A Dose-1,Jammu & Kashmir,216000,121612,2011
Vitamin A Dose-1,Jammu & Kashmir,216000,94386,2012
Vitamin A Dose-1,Jammu & Kashmir,218000,66221,2013
Vitamin A Dose-1,Jammu & Kashmir,221000,80127,2014
Vitamin A Dose-1,Jammu & Kashmir,214000,134641,2015
Vitamin A Dose-1,Jammu & Kashmir,213000,128859,2016
Vitamin A Dose-1,Jammu & Kashmir,213000,165970,2017
Vitamin A Dose-1,Jammu & Kashmir,205080,140844,2018
Vitamin A Dose-1,Jammu & Kashmir,206890,152732,2019
Vitamin A Dose-1,Jharkhand,756000,474333,2008
Vitamin A Dose-1,Jharkhand,759000,458099,2009
Vitamin A Dose-1,Jharkhand,770000,442064,2010
Vitamin A Dose-1,Jharkhand,798000,398713,2011
Vitamin A Dose-1,Jharkhand,799000,388589,2012
Vitamin A Dose-1,Jharkhand,808000,99692,2013
Vitamin A Dose-1,Jharkhand,820000,24065,2014
Vitamin A Dose-1,Jharkhand,807000,630249,2015
Vitamin A Dose-1,Jharkhand,809000,491383,2016
Vitamin A Dose-1,Jharkhand,818000,459691,2017
Vitamin A Dose-1,Jharkhand,802290,363621,2018
Vitamin A Dose-1,Jharkhand,811510,641771,2019
Vitamin A Dose-1,Madhya Pradesh,1837000,1315889,2008
Vitamin A Dose-1,Madhya Pradesh,1838000,1282592,2009
Vitamin A Dose-1,Madhya Pradesh,1867000,1185680,2010
Vitamin A Dose-1,Madhya Pradesh,1853000,1100336,2011
Vitamin A Dose-1,Madhya Pradesh,1866000,1115267,2012
Vitamin A Dose-1,Madhya Pradesh,1878000,1048001,2013
Vitamin A Dose-1,Madhya Pradesh,1906000,1074696,2014
Vitamin A Dose-1,Madhya Pradesh,1897000,1118182,2015
Vitamin A Dose-1,Madhya Pradesh,1909000,1155709,2016
Vitamin A Dose-1,Madhya Pradesh,1940000,1161041,2017
Vitamin A Dose-1,Madhya Pradesh,1918030,1184077,2018
Vitamin A Dose-1,Madhya Pradesh,1942940,1363638,2019
Vitamin A Dose-1,Odisha,796000,394465,2008
Vitamin A Dose-1,Odisha,802000,593250,2009
Vitamin A Dose-1,Odisha,809000,524305,2010
Vitamin A Dose-1,Odisha,799000,584010,2011
Vitamin A Dose-1,Odisha,801000,634412,2012
Vitamin A Dose-1,Odisha,797000,552855,2013
Vitamin A Dose-1,Odisha,804000,554568,2014
Vitamin A Dose-1,Odisha,805000,530286,2015
Vitamin A Dose-1,Odisha,811000,500342,2016
Vitamin A Dose-1,Odisha,811000,443820,2017
Vitamin A Dose-1,Odisha,783130,577168,2018
Vitamin A Dose-1,Odisha,788810,489897,2019
Vitamin A Dose-1,Rajasthan,1701000,975001,2008
Vitamin A Dose-1,Rajasthan,1709000,1071912,2009
Vitamin A Dose-1,Rajasthan,1737000,960737,2010
Vitamin A Dose-1,Rajasthan,1716000,899798,2011
Vitamin A Dose-1,Rajasthan,1728000,901425,2012
Vitamin A Dose-1,Rajasthan,1737000,907898,2013
Vitamin A Dose-1,Rajasthan,1762000,902642,2014
Vitamin A Dose-1,Rajasthan,1749000,937092,2015
Vitamin A Dose-1,Rajasthan,1773000,975930,2016
Vitamin A Dose-1,Rajasthan,1787000,993527,2017
Vitamin A Dose-1,Rajasthan,1767770,1023913,2018
Vitamin A Dose-1,Rajasthan,1789690,986256,2019
Vitamin A Dose-1,Uttar Pradesh,5282000,1649238,2008
Vitamin A Dose-1,Uttar Pradesh,5317000,3767756,2009
Vitamin A Dose-1,Uttar Pradesh,5412000,2770018,2010
Vitamin A Dose-1,Uttar Pradesh,5284000,2938138,2011
Vitamin A Dose-1,Uttar Pradesh,5318000,2342357,2012
Vitamin A Dose-1,Uttar Pradesh,5387000,2776887,2013
Vitamin A Dose-1,Uttar Pradesh,5477000,3041700,2014
Vitamin A Dose-1,Uttar Pradesh,5543000,3253350,2015
Vitamin A Dose-1,Uttar Pradesh,5631000,2929186,2016
Vitamin A Dose-1,Uttar Pradesh,5665000,3445570,2017
Vitamin A Dose-1,Uttar Pradesh,5606880,2902445,2018
Vitamin A Dose-1,Uttar Pradesh,5688500,3575867,2019
Vitamin A Dose-1,Uttarakhand,187000,10112,2008
Vitamin A Dose-1,Uttarakhand,187000,140224,2009
Vitamin A Dose-1,Uttarakhand,190000,117544,2010
Vitamin A Dose-1,Uttarakhand,185000,60455,2011
Vitamin A Dose-1,Uttarakhand,185000,78347,2012
Vitamin A Dose-1,Uttarakhand,184000,6641,2013
Vitamin A Dose-1,Uttarakhand,187000,63003,2014
Vitamin A Dose-1,Uttarakhand,189000,84523,2015
Vitamin A Dose-1,Uttarakhand,191000,67008,2016
Vitamin A Dose-1,Uttarakhand,189000,13212,2017
Vitamin A Dose-1,Uttarakhand,186220,3819,2018
Vitamin A Dose-1,Uttarakhand,188280,103023,2019
Vitamin A Dose-1,Andhra Pradesh Old,1465000,903206,2008
Vitamin A Dose-1,Andhra Pradesh Old,1459000,1082912,2009
Vitamin A Dose-1,Andhra Pradesh Old,1472000,1099233,2010
Vitamin A Dose-1,Andhra Pradesh Old,1423000,744083,2011
Vitamin A Dose-1,Andhra Pradesh Old,1439000,478474,2012
Vitamin A Dose-1,Andhra Pradesh Old,1445000,864945,2013
Vitamin A Dose-1,Goa,24000,16936,2008
Vitamin A Dose-1,Goa,23000,16658,2009
Vitamin A Dose-1,Goa,24000,16488,2010
Vitamin A Dose-1,Goa,20000,15598,2011
Vitamin A Dose-1,Goa,20000,17984,2012
Vitamin A Dose-1,Goa,20000,15045,2013
Vitamin A Dose-1,Goa,21000,15368,2014
Vitamin A Dose-1,Goa,21000,16285,2015
Vitamin A Dose-1,Goa,22000,15168,2016
Vitamin A Dose-1,Goa,21000,16719,2017
Vitamin A Dose-1,Goa,21430,14960,2018
Vitamin A Dose-1,Goa,21930,14329,2019
Vitamin A Dose-1,Gujarat,1246000,725531,2008
Vitamin A Dose-1,Gujarat,1244000,813284,2009
Vitamin A Dose-1,Gujarat,1261000,825401,2010
Vitamin A Dose-1,Gujarat,1243000,741116,2011
Vitamin A Dose-1,Gujarat,1251000,768331,2012
Vitamin A Dose-1,Gujarat,1251000,1013663,2013
Vitamin A Dose-1,Gujarat,1267000,817167,2014
Vitamin A Dose-1,Gujarat,1273000,824592,2015
Vitamin A Dose-1,Gujarat,1354000,827594,2016
Vitamin A Dose-1,Gujarat,1292000,835793,2017
Vitamin A Dose-1,Gujarat,1277520,788564,2018
Vitamin A Dose-1,Gujarat,1290490,761026,2019
Vitamin A Dose-1,Haryana,541000,147565,2008
Vitamin A Dose-1,Haryana,541000,403067,2009
Vitamin A Dose-1,Haryana,550000,386053,2010
Vitamin A Dose-1,Haryana,532000,370819,2011
Vitamin A Dose-1,Haryana,537000,207868,2012
Vitamin A Dose-1,Haryana,539000,320667,2013
Vitamin A Dose-1,Haryana,548000,406463,2014
Vitamin A Dose-1,Haryana,556000,412862,2015
Vitamin A Dose-1,Haryana,555000,257661,2016
Vitamin A Dose-1,Haryana,564000,391512,2017
Vitamin A Dose-1,Haryana,564380,356091,2018
Vitamin A Dose-1,Haryana,571810,345006,2019
Vitamin A Dose-1,Karnataka,1099000,728623,2008
Vitamin A Dose-1,Karnataka,1107000,687522,2009
Vitamin A Dose-1,Karnataka,1119000,707663,2010
Vitamin A Dose-1,Karnataka,1114000,666037,2011
Vitamin A Dose-1,Karnataka,1110000,618947,2012
Vitamin A Dose-1,Karnataka,1110000,658445,2013
Vitamin A Dose-1,Karnataka,1121000,702919,2014
Vitamin A Dose-1,Karnataka,1122000,671709,2015
Vitamin A Dose-1,Karnataka,1157000,730717,2016
Vitamin A Dose-1,Karnataka,1131000,798792,2017
Vitamin A Dose-1,Karnataka,1111890,577920,2018
Vitamin A Dose-1,Karnataka,1120420,467576,2019
Vitamin A Dose-1,Kerala,493000,129586,2008
Vitamin A Dose-1,Kerala,494000,316499,2009
Vitamin A Dose-1,Kerala,497000,325677,2010
Vitamin A Dose-1,Kerala,504000,227658,2011
Vitamin A Dose-1,Kerala,497000,243275,2012
Vitamin A Dose-1,Kerala,493000,222621,2013
Vitamin A Dose-1,Kerala,496000,252658,2014
Vitamin A Dose-1,Kerala,503000,330985,2015
Vitamin A Dose-1,Kerala,516000,294269,2016
Vitamin A Dose-1,Kerala,509000,372053,2017
Vitamin A Dose-1,Kerala,491490,341400,2018
Vitamin A Dose-1,Kerala,493850,321314,2019
Vitamin A Dose-1,Maharashtra,1904000,1156977,2008
Vitamin A Dose-1,Maharashtra,1913000,1455417,2009
Vitamin A Dose-1,Maharashtra,1940000,1296965,2010
Vitamin A Dose-1,Maharashtra,1842000,1222769,2011
Vitamin A Dose-1,Maharashtra,1855000,1068279,2012
Vitamin A Dose-1,Maharashtra,1870000,1239448,2013
Vitamin A Dose-1,Maharashtra,1894000,1306394,2014
Vitamin A Dose-1,Maharashtra,1924000,1522152,2015
Vitamin A Dose-1,Maharashtra,1973000,1421706,2016
Vitamin A Dose-1,Maharashtra,1947000,1376392,2017
Vitamin A Dose-1,Maharashtra,1901290,1090142,2018
Vitamin A Dose-1,Maharashtra,1922630,1424238,2019
Vitamin A Dose-1,Punjab,454000,178446,2008
Vitamin A Dose-1,Punjab,452000,242821,2009
Vitamin A Dose-1,Punjab,457000,303108,2010
Vitamin A Dose-1,Punjab,438000,263489,2011
Vitamin A Dose-1,Punjab,435000,185595,2012
Vitamin A Dose-1,Punjab,435000,313966,2013
Vitamin A Dose-1,Punjab,440000,319552,2014
Vitamin A Dose-1,Punjab,440000,302076,2015
Vitamin A Dose-1,Punjab,444000,311281,2016
Vitamin A Dose-1,Punjab,440000,302131,2017
Vitamin A Dose-1,Punjab,435320,293563,2018
Vitamin A Dose-1,Punjab,438810,105321,2019
Vitamin A Dose-1,Tamil Nadu,1012000,36611,2008
Vitamin A Dose-1,Tamil Nadu,1036000,1826880,2009
Vitamin A Dose-1,Tamil Nadu,1043000,1969738,2010
Vitamin A Dose-1,Tamil Nadu,1126000,1619471,2011
Vitamin A Dose-1,Tamil Nadu,1119000,845960,2012
Vitamin A Dose-1,Tamil Nadu,1118000,474299,2013
Vitamin A Dose-1,Tamil Nadu,1125000,470383,2014
Vitamin A Dose-1,Tamil Nadu,1118000,431696,2015
Vitamin A Dose-1,Tamil Nadu,1124000,458630,2016
Vitamin A Dose-1,Tamil Nadu,1115000,29853,2017
Vitamin A Dose-1,Tamil Nadu,1101530,540654,2018
Vitamin A Dose-1,Tamil Nadu,1106010,417863,2019
Vitamin A Dose-1,West Bengal,1508000,1051074,2008
Vitamin A Dose-1,West Bengal,1492000,1134837,2009
Vitamin A Dose-1,West Bengal,1505000,1041490,2010
Vitamin A Dose-1,West Bengal,1447000,720086,2011
Vitamin A Dose-1,West Bengal,1442000,324885,2012
Vitamin A Dose-1,West Bengal,1447000,669632,2013
Vitamin A Dose-1,West Bengal,1459000,1353239,2014
Vitamin A Dose-1,West Bengal,1441000,1067079,2015
Vitamin A Dose-1,West Bengal,1454000,1120371,2016
Vitamin A Dose-1,West Bengal,1459000,1054794,2017
Vitamin A Dose-1,West Bengal,1445870,987829,2018
Vitamin A Dose-1,West Bengal,1457370,692755,2019
Vitamin A Dose-1,A & N Islands,7000,3690,2008
Vitamin A Dose-1,A & N Islands,8000,3588,2009
Vitamin A Dose-1,A & N Islands,8000,1397,2010
Vitamin A Dose-1,A & N Islands,6000,73,2011
Vitamin A Dose-1,A & N Islands,6000,4189,2012
Vitamin A Dose-1,A & N Islands,6000,3418,2013
Vitamin A Dose-1,A & N Islands,6000,3692,2014
Vitamin A Dose-1,A & N Islands,6000,3735,2015
Vitamin A Dose-1,A & N Islands,6000,3706,2016
Vitamin A Dose-1,A & N Islands,5000,3504,2017
Vitamin A Dose-1,A & N Islands,5040,3019,2018
Vitamin A Dose-1,A & N Islands,5160,2837,2019
Vitamin A Dose-1,Chandigarh,19000,6321,2008
Vitamin A Dose-1,Chandigarh,21000,13478,2009
Vitamin A Dose-1,Chandigarh,22000,12699,2010
Vitamin A Dose-1,Chandigarh,16000,12336,2011
Vitamin A Dose-1,Chandigarh,17000,12113,2012
Vitamin A Dose-1,Chandigarh,17000,9039,2013
Vitamin A Dose-1,Chandigarh,18000,1566,2014
Vitamin A Dose-1,Chandigarh,18000,12920,2015
Vitamin A Dose-1,Chandigarh,19000,12450,2016
Vitamin A Dose-1,Chandigarh,19000,6040,2017
Vitamin A Dose-1,Chandigarh,19450,14808,2018
Vitamin A Dose-1,Chandigarh,20330,12420,2019
Vitamin A Dose-1,Dadra & Nagar Haveli,9000,4278,2008
Vitamin A Dose-1,Dadra & Nagar Haveli,9000,4849,2009
Vitamin A Dose-1,Dadra & Nagar Haveli,9000,3869,2010
Vitamin A Dose-1,Dadra & Nagar Haveli,9000,4220,2011
Vitamin A Dose-1,Dadra & Nagar Haveli,9000,4468,2012
Vitamin A Dose-1,Dadra & Nagar Haveli,10000,3778,2013
Vitamin A Dose-1,Dadra & Nagar Haveli,10000,2531,2014
Vitamin A Dose-1,Dadra & Nagar Haveli,10000,4605,2015
Vitamin A Dose-1,Dadra & Nagar Haveli,11000,4621,2016
Vitamin A Dose-1,Dadra & Nagar Haveli,9000,4842,2017
Vitamin A Dose-1,Dadra & Nagar Haveli,10420,6066,2018
Vitamin A Dose-1,Dadra & Nagar Haveli,10790,5752,2019
Vitamin A Dose-1,Daman & Diu,4000,0,2008
Vitamin A Dose-1,Daman & Diu,4000,0,2009
Vitamin A Dose-1,Daman & Diu,5000,2367,2010
Vitamin A Dose-1,Daman & Diu,5000,1689,2011
Vitamin A Dose-1,Daman & Diu,5000,2594,2012
Vitamin A Dose-1,Daman & Diu,5000,2728,2013
Vitamin A Dose-1,Daman & Diu,5000,2982,2014
Vitamin A Dose-1,Daman & Diu,5000,3019,2015
Vitamin A Dose-1,Daman & Diu,5000,2708,2016
Vitamin A Dose-1,Daman & Diu,5000,2606,2017
Vitamin A Dose-1,Daman & Diu,6590,3928,2018
Vitamin A Dose-1,Daman & Diu,6870,3606,2019
Vitamin A Dose-1,Delhi,301000,140031,2008
Vitamin A Dose-1,Delhi,315000,104264,2009
Vitamin A Dose-1,Delhi,323000,125553,2010
Vitamin A Dose-1,Delhi,290000,91680,2011
Vitamin A Dose-1,Delhi,295000,76095,2012
Vitamin A Dose-1,Delhi,303000,170780,2013
Vitamin A Dose-1,Delhi,311000,248648,2014
Vitamin A Dose-1,Delhi,315000,202711,2015
Vitamin A Dose-1,Delhi,294000,190041,2016
Vitamin A Dose-1,Delhi,326000,192875,2017
Vitamin A Dose-1,Delhi,311590,236048,2018
Vitamin A Dose-1,Delhi,320430,31963,2019
Vitamin A Dose-1,Lakshadweep,1000,0,2008
Vitamin A Dose-1,Lakshadweep,1000,13,2009
Vitamin A Dose-1,Lakshadweep,1000,937,2010
Vitamin A Dose-1,Lakshadweep,1000,641,2011
Vitamin A Dose-1,Lakshadweep,1000,623,2012
Vitamin A Dose-1,Lakshadweep,1000,109,2013
Vitamin A Dose-1,Lakshadweep,1000,0,2014
Vitamin A Dose-1,Lakshadweep,1000,1014,2015
Vitamin A Dose-1,Lakshadweep,1000,639,2016
Vitamin A Dose-1,Lakshadweep,1000,88,2017
Vitamin A Dose-1,Puducherry,19000,10632,2008
Vitamin A Dose-1,Puducherry,20000,11139,2009
Vitamin A Dose-1,Puducherry,21000,10558,2010
Vitamin A Dose-1,Puducherry,21000,8288,2011
Vitamin A Dose-1,Puducherry,21000,5395,2012
Vitamin A Dose-1,Puducherry,22000,10784,2013
Vitamin A Dose-1,Puducherry,23000,10272,2014
Vitamin A Dose-1,Puducherry,22000,11361,2015
Vitamin A Dose-1,Puducherry,22000,11185,2016
Vitamin A Dose-1,Puducherry,22000,11508,2017
Vitamin A Dose-5,All India,23872000,7263488,2008
Vitamin A Dose-5,All India,24211000,13777326,2009
Vitamin A Dose-5,All India,24551000,11851808,2010
Vitamin A Dose-5,All India,23268000,9520985,2011
Vitamin A Dose-5,All India,23575000,7779110,2012
Vitamin A Dose-5,All India,23892000,9849125,2013
Vitamin A Dose-5,All India,24194000,12071229,2014
Vitamin A Dose-5,All India,24525000,12295840,2015
Vitamin A Dose-5,All India,24882000,11488692,2016
Vitamin A Dose-5,All India,25113000,12138332,2017
Vitamin A Dose-5,All India,25313000,9690739,2018
Vitamin A Dose-5,All India,25587700,11036646,2019
Vitamin A Dose-5,Arunachal Pradesh,21000,2969,2008
Vitamin A Dose-5,Arunachal Pradesh,21000,5185,2009
Vitamin A Dose-5,Arunachal Pradesh,21000,3580,2010
Vitamin A Dose-5,Arunachal Pradesh,22000,894,2011
Vitamin A Dose-5,Arunachal Pradesh,22000,4920,2012
Vitamin A Dose-5,Arunachal Pradesh,23000,1149,2013
Vitamin A Dose-5,Arunachal Pradesh,23000,2321,2014
Vitamin A Dose-5,Arunachal Pradesh,23000,7278,2015
Vitamin A Dose-5,Arunachal Pradesh,23000,4714,2016
Vitamin A Dose-5,Arunachal Pradesh,24000,6629,2017
Vitamin A Dose-5,Arunachal Pradesh,31000,8578,2018
Vitamin A Dose-5,Arunachal Pradesh,31800,8848,2019
Vitamin A Dose-5,Assam,628000,97831,2008
Vitamin A Dose-5,Assam,636000,222306,2009
Vitamin A Dose-5,Assam,644000,337947,2010
Vitamin A Dose-5,Assam,609000,317645,2011
Vitamin A Dose-5,Assam,616000,226913,2012
Vitamin A Dose-5,Assam,624000,187096,2013
Vitamin A Dose-5,Assam,631000,171148,2014
Vitamin A Dose-5,Assam,639000,180546,2015
Vitamin A Dose-5,Assam,647000,197512,2016
Vitamin A Dose-5,Assam,654000,246766,2017
Vitamin A Dose-5,Assam,731000,254505,2018
Vitamin A Dose-5,Assam,738600,168925,2019
Vitamin A Dose-5,Manipur,41000,3,2008
Vitamin A Dose-5,Manipur,41000,9229,2009
Vitamin A Dose-5,Manipur,42000,7885,2010
Vitamin A Dose-5,Manipur,41000,9251,2011
Vitamin A Dose-5,Manipur,41000,11681,2012
Vitamin A Dose-5,Manipur,46000,6035,2013
Vitamin A Dose-5,Manipur,47000,16862,2014
Vitamin A Dose-5,Manipur,48000,16763,2015
Vitamin A Dose-5,Manipur,48000,20930,2016
Vitamin A Dose-5,Manipur,49000,22165,2017
Vitamin A Dose-5,Manipur,53000,20239,2018
Vitamin A Dose-5,Manipur,54000,21556,2019
Vitamin A Dose-5,Meghalaya,44000,6255,2008
Vitamin A Dose-5,Meghalaya,44000,14445,2009
Vitamin A Dose-5,Meghalaya,45000,39028,2010
Vitamin A Dose-5,Meghalaya,47000,32018,2011
Vitamin A Dose-5,Meghalaya,48000,26007,2012
Vitamin A Dose-5,Meghalaya,48000,5456,2013
Vitamin A Dose-5,Meghalaya,49000,15168,2014
Vitamin A Dose-5,Meghalaya,49000,21986,2015
Vitamin A Dose-5,Meghalaya,50000,21766,2016
Vitamin A Dose-5,Meghalaya,50000,27658,2017
Vitamin A Dose-5,Meghalaya,86000,16223,2018
Vitamin A Dose-5,Meghalaya,86400,22352,2019
Vitamin A Dose-5,Mizoram,17000,1288,2008
Vitamin A Dose-5,Mizoram,17000,12656,2009
Vitamin A Dose-5,Mizoram,17000,7040,2010
Vitamin A Dose-5,Mizoram,17000,8926,2011
Vitamin A Dose-5,Mizoram,18000,12231,2012
Vitamin A Dose-5,Mizoram,18000,10730,2013
Vitamin A Dose-5,Mizoram,18000,11326,2014
Vitamin A Dose-5,Mizoram,18000,2303,2015
Vitamin A Dose-5,Mizoram,18000,7802,2016
Vitamin A Dose-5,Mizoram,19000,7857,2017
Vitamin A Dose-5,Mizoram,25000,7244,2018
Vitamin A Dose-5,Mizoram,24900,5085,2019
Vitamin A Dose-5,Nagaland,37000,2049,2008
Vitamin A Dose-5,Nagaland,38000,3387,2009
Vitamin A Dose-5,Nagaland,38000,4998,2010
Vitamin A Dose-5,Nagaland,31000,5344,2011
Vitamin A Dose-5,Nagaland,32000,5416,2012
Vitamin A Dose-5,Nagaland,32000,2784,2013
Vitamin A Dose-5,Nagaland,33000,2207,2014
Vitamin A Dose-5,Nagaland,33000,1294,2015
Vitamin A Dose-5,Nagaland,33000,3691,2016
Vitamin A Dose-5,Nagaland,34000,6427,2017
Vitamin A Dose-5,Nagaland,44000,6031,2018
Vitamin A Dose-5,Nagaland,44100,5586,2019
Vitamin A Dose-5,Sikkim,10000,8108,2008
Vitamin A Dose-5,Sikkim,10000,3881,2009
Vitamin A Dose-5,Sikkim,10000,1660,2010
Vitamin A Dose-5,Sikkim,10000,6629,2011
Vitamin A Dose-5,Sikkim,10000,2928,2012
Vitamin A Dose-5,Sikkim,10000,3082,2013
Vitamin A Dose-5,Sikkim,10000,3149,2014
Vitamin A Dose-5,Sikkim,10000,3757,2015
Vitamin A Dose-5,Sikkim,10000,2356,2016
Vitamin A Dose-5,Sikkim,10000,4954,2017
Vitamin A Dose-5,Sikkim,9000,5422,2018
Vitamin A Dose-5,Sikkim,9000,4818,2019
Vitamin A Dose-5,Tripura,60000,15653,2008
Vitamin A Dose-5,Tripura,61000,25232,2009
Vitamin A Dose-5,Tripura,61000,30856,2010
Vitamin A Dose-5,Tripura,58000,10571,2011
Vitamin A Dose-5,Tripura,59000,21804,2012
Vitamin A Dose-5,Tripura,60000,24529,2013
Vitamin A Dose-5,Tripura,60000,30080,2014
Vitamin A Dose-5,Tripura,61000,24750,2015
Vitamin A Dose-5,Tripura,62000,21330,2016
Vitamin A Dose-5,Tripura,62000,21883,2017
Vitamin A Dose-5,Tripura,71000,19415,2018
Vitamin A Dose-5,Tripura,71400,21187,2019
Vitamin A Dose-5,Bihar,2303000,595883,2008
Vitamin A Dose-5,Bihar,2336000,371563,2009
Vitamin A Dose-5,Bihar,2369000,338974,2010
Vitamin A Dose-5,Bihar,2233000,437294,2011
Vitamin A Dose-5,Bihar,2262000,403999,2012
Vitamin A Dose-5,Bihar,2290000,415461,2013
Vitamin A Dose-5,Bihar,2318000,645958,2014
Vitamin A Dose-5,Bihar,2348000,315358,2015
Vitamin A Dose-5,Bihar,2374000,626271,2016
Vitamin A Dose-5,Bihar,2400000,280442,2017
Vitamin A Dose-5,Bihar,3064000,118500,2018
Vitamin A Dose-5,Bihar,3095100,279311,2019
Vitamin A Dose-5,Chhattisgarh,533000,505250,2008
Vitamin A Dose-5,Chhattisgarh,540000,566805,2009
Vitamin A Dose-5,Chhattisgarh,548000,336598,2010
Vitamin A Dose-5,Chhattisgarh,533000,323429,2011
Vitamin A Dose-5,Chhattisgarh,540000,310129,2012
Vitamin A Dose-5,Chhattisgarh,547000,140253,2013
Vitamin A Dose-5,Chhattisgarh,554000,300414,2014
Vitamin A Dose-5,Chhattisgarh,562000,492900,2015
Vitamin A Dose-5,Chhattisgarh,569000,340366,2016
